Rank,Grade,Username,Uploads,Subscribers,Views,Category,Estimated Revenue ($)
341st,B+,Venus Movies,"1,988",26100000.0,6266560788.0,entertainment,18799682.364
342nd,B+,MrBeast en Español,67,26000000.0,3068746193.0,entertainment,9206238.579
343rd,A,Justin Flom,977,26000000.0,24188384788.0,entertainment,72565154.364
344th,A,toyorbabytv,"1,330",26000000.0,19311864758.0,music,57935594.274000004
345th,A-,BabyBus - Canciones Infantiles & V…,"1,577",26000000.0,15204577695.0,education,45613733.085
346th,B-,netd müzik,"24,465",25900000.0,58710770810.0,music,176132312.43
347th,B+,VanossGaming,"1,963",25900000.0,16169385648.0,games,48508156.944
348th,A-,CuRe 구래,465,25800000.0,17196640957.0,comedy,51589922.87099999
349th,B-,Village Cooking Channel,228,25700000.0,7432950737.0,howto,22298852.211
350th,A,Valentina Pontes ofc,"2,731",25700000.0,9680381400.0,entertainment,29041144.200000003
351st,A-,Vlad and Niki Arabic,639,25600000.0,12115897314.0,entertainment,36347691.942
352nd,B+,Chloe Ting,454,25500000.0,3248769463.0,howto,9746308.389
353rd,A-,DUDU e CAROL,"3,086",25500000.0,13066976743.0,entertainment,39200930.229
354th,A-,TaylorSwiftVEVO,307,25500000.0,28859574115.0,music,86578722.345
355th,B+,Las Ratitas,225,25500000.0,9966557661.0,entertainment,29899672.983000003
356th,A-,Narendra Modi,"27,810",25500000.0,6062295464.0,news,18186886.391999997
357th,A,Taarak Mehta Ka Ooltah Chashmah,"11,729",25500000.0,21019154564.0,entertainment,63057463.692
358th,B+,WatchMojo.com,"27,857",25500000.0,17025448452.0,entertainment,51076345.356
359th,A-,Sidhu Moose Wala,118,25400000.0,7885283052.0,music,23655849.156
360th,B+,Goldmines Cineplex,"4,482",25400000.0,3313943594.0,film,9941830.782
361st,A,ANYA KOVA,"4,230",25400000.0,22547155977.0,people,67641467.93100001
362nd,A,Jordan Matter,481,25300000.0,8942058685.0,entertainment,26826176.055
363rd,A,طارق الحلبي tarik alhala…,"1,367",25300000.0,15061133256.0,entertainment,45183399.768
364th,A,Kritika Channel,"4,777",25300000.0,20092248464.0,people,60276745.392000005
365th,B+,Wave Music Bhojpuri,"23,985",25100000.0,14550907474.0,music,43652722.422
366th,A,승비니 Seungbini,521,25100000.0,18936289993.0,people,56808869.979
367th,A,Vijay Television,"80,859",25100000.0,43283407080.0,entertainment,129850221.24
368th,A,Disney Jr. Latinoamérica,"8,404",25100000.0,22898080949.0,entertainment,68694242.847
369th,A,Younes Zarou,"3,543",25100000.0,21673862495.0,entertainment,65021587.485
370th,A,Like Nastya PRT,771,25100000.0,13695760347.0,entertainment,41087281.04099999
371st,A,Sony AATH,"22,599",25000000.0,18671000172.0,entertainment,56013000.515999995
372nd,B+,TED,"4,817",25000000.0,2765304707.0,tech,8295914.120999999
373rd,A,SOMOY TV,"2,09,099",25000000.0,17257455311.0,news,51772365.933
374th,A,Susy Mouriz,"1,777",24900000.0,10784984406.0,entertainment,32354953.218
375th,B+,RihannaVEVO,118,24900000.0,20685281931.0,music,62055845.793000005
376th,B+,Miss Katy,"1,110",24900000.0,15863458870.0,entertainment,47590376.61
377th,A-,Dhruv Rathee,639,24900000.0,3321412914.0,education,9964238.741999999
378th,A-,Jake Fellman,448,24800000.0,15858705227.0,entertainment,47576115.681
379th,A-,Enrique Iglesias,532,24800000.0,19447982781.0,music,58343948.342999995
380th,A-,1theK (원더케이),"20,459",24800000.0,25564935182.0,entertainment,76694805.546
381st,A,Alyssa's Ways,"1,130",24700000.0,12872722140.0,entertainment,38618166.42
382nd,B-,Yuya,672,24700000.0,2592606830.0,howto,7777820.49
383rd,B+,Mister Max,"1,162",24700000.0,16221075928.0,entertainment,48663227.783999994
384th,B-,Unbox Therapy,"2,269",24700000.0,4695535890.0,tech,14086607.669999998
385th,A-,Eva Bravo Play,349,24700000.0,11698079685.0,entertainment,35094239.055
386th,A-,Nick Pro,722,24600000.0,9925995524.0,entertainment,29777986.572
387th,A-,Netflix India,"4,916",24600000.0,10439261803.0,entertainment,31317785.408999998
388th,A-,Lady Gaga,185,24600000.0,17795258924.0,music,53385776.772
389th,A-,Prime Video India,"10,701",24500000.0,12221347448.0,entertainment,36664042.344000004
390th,A,Republic Bharat,"1,97,636",24500000.0,13621184342.0,news,40863553.026
391st,A-,deepesh zo,956,24500000.0,10350504390.0,people,31051513.17
392nd,A-,DJ Snake,335,24500000.0,9202891015.0,music,27608673.045
393rd,A-,EminemVEVO,107,24500000.0,22563916354.0,music,67691749.06199999
394th,A,Tappu Honey Parmar,"2,487",24500000.0,10683991917.0,music,32051975.751
395th,B+,Amit Bhadana,114,24500000.0,2521583367.0,entertainment,7564750.101
396th,A,ILYA BORZOV,"2,864",24500000.0,15622088639.0,people,46866265.917
397th,A-,BigChungus,730,24500000.0,4539958848.0,entertainment,13619876.544
398th,A-,GMM GRAMMY OFFICIAL,"17,725",24400000.0,27744554268.0,music,83233662.80399999
399th,A-,KatyPerryVEVO,171,24400000.0,24906954015.0,music,74720862.045
400th,A,7clouds,"2,795",24400000.0,19272758716.0,music,57818276.147999994
401st,A-,SSundee,"3,593",24100000.0,15619319879.0,games,46857959.637
402nd,B+,Ishtar Punjabi,"6,486",24100000.0,12183989766.0,music,36551969.298
403rd,A-,GMA Public  Affairs,"52,555",24100000.0,15355421405.0,news,46066264.214999996
404th,B-,KSI,"1,253",24100000.0,6015064768.0,music,18045194.304
405th,A-,RKD Studios,976,24100000.0,6159590364.0,entertainment,18478771.092
406th,A-,Rotana,"8,972",24100000.0,23356474499.0,music,70069423.49700001
407th,A-,Sesame Street,"3,766",24100000.0,24405804442.0,entertainment,73217413.326
408th,A-,Tlnovelas,"56,448",24100000.0,18231953262.0,entertainment,54695859.786
409th,A,Bebefinn - Nursery Rhymes & Kids S…,597,24000000.0,11449898414.0,entertainment,34349695.242
410th,A,Rubén Tuesta oficial,"1,262",24000000.0,14937468491.0,comedy,44812405.473000005
411th,B+,Collins Key,257,24000000.0,6877597697.0,entertainment,20632793.091
412th,A-,Wow Kidz Action,"5,108",24000000.0,10523475617.0,entertainment,31570426.851000004
413th,A,Saito,"6,081",24000000.0,21464343778.0,entertainment,64393031.33400001
414th,B-,NickyJamTV,500,24000000.0,16913882888.0,music,50741648.664000005
416th,B,Troom Troom,"2,764",24000000.0,10400387094.0,howto,31201161.282
417th,B+,James Charles,598,23900000.0,4456033299.0,entertainment,13368099.897
418th,A-,BabyBus - Cerita & Lagu Anak-anak,"1,259",23800000.0,14245910586.0,education,42737731.758
419th,A+,Tibo InShape,"3,851",23800000.0,16787078299.0,entertainment,50361234.897
420th,B+,FGTeeV,"1,846",23800000.0,25186251607.0,games,75558754.82100001
421st,B,Ninja,"2,095",23800000.0,2694705835.0,games,8084117.505
422nd,A-,Goldmines Great Indian Comedy,"4,175",23700000.0,6442918083.0,film,19328754.248999998
423rd,A-,Dua Lipa,280,23700000.0,13585807265.0,music,40757421.795
424th,A-,Chuster,979,23700000.0,4365345544.0,entertainment,13096036.632
425th,B,Logan Paul,718,23600000.0,6019314351.0,entertainment,18057943.053
426th,B+,Technical Guruji,"5,568",23600000.0,3751729480.0,tech,11255188.44
427th,A-,Sia,279,23600000.0,14776786463.0,music,44330359.389
428th,B+,Khan GS Research Centre,381,23600000.0,2392334512.0,education,7177003.536
429th,B+,Jelly,"6,560",23600000.0,15181145479.0,games,45543436.437
430th,B+,DrossRotzank,"1,727",23500000.0,6441901450.0,entertainment,19325704.35
431st,B+,National Geographic,"10,573",23500000.0,6137047880.0,entertainment,18411143.64
432nd,B+,Pragati Verma Shorts,"1,163",23500000.0,10320543772.0,comedy,30961631.316
433rd,B+,DeGoBooM,"5,518",23500000.0,7362955382.0,games,22088866.146
434th,A,El Payaso Plim Plim,"1,698",23500000.0,26267709841.0,music,78803129.523
435th,A,Panda Shorts,"1,055",23400000.0,11334067273.0,comedy,34002201.819
436th,A+,Jamuna TV,"1,47,392",23400000.0,18997080895.0,news,56991242.685
437th,A-,Mau McMahon,951,23300000.0,5374232904.0,entertainment,16122698.712000001
438th,A-,Nasya Official,944,23300000.0,11758352106.0,people,35275056.318
439th,B+,Infinite,"1,689",23300000.0,5830529991.0,entertainment,17491589.973
440th,B+,Deddy Corbuzier,"1,686",23300000.0,6358535057.0,entertainment,19075605.171
441st,A-,Busy Fun Ltd,267,23300000.0,9790321234.0,entertainment,29370963.702
442nd,A,GH'S,889,23200000.0,17853819875.0,games,53561459.625
443rd,B+,mmoshaya,"1,230",23200000.0,18384592236.0,entertainment,55153776.708000004
444th,A,Natan por Aí,"1,616",23100000.0,15619161521.0,entertainment,46857484.563
445th,B+,Kiddiestv Hindi - Nursery Rhymes &…,276,23100000.0,8307987158.0,education,24923961.474
446th,A,vlogger varun,665,23000000.0,8774554723.0,entertainment,26323664.169
447th,A,Dhar Mann Studios,"1,415",23000000.0,15800250384.0,people,47400751.151999995
448th,A-,Ajay Sharma,"1,222",23000000.0,14598517803.0,entertainment,43795553.408999994
449th,A-,Ravi sagar88,"2,063",23000000.0,9574779457.0,music,28724338.371
450th,B+,हिंदी - Genevieve's Play…,125,22900000.0,12431368688.0,education,37294106.063999996
451st,A,ZappyToons - Hindi Nursery Rhymes …,590,22900000.0,10735425665.0,education,32206276.994999997
452nd,B+,Kurzgesagt – In a Nutshell,247,22900000.0,2928538690.0,education,8785616.07
453rd,B-,Happy Monkey,4,22800000.0,4809.0,entertainment,14.427
454th,B+,Paulo Londra,72,22800000.0,8905005043.0,music,26715015.129
455th,A,News 24,"3,15,065",22700000.0,12316120422.0,news,36948361.266
456th,A-,LOL,"1,070",22700000.0,3985469829.0,people,11956409.487
457th,B+,Triggered Insaan,351,22700000.0,4200874580.0,people,12602623.74
458th,B+,MiawAug,"4,179",22700000.0,7054473267.0,games,21163419.801
459th,A-,The Chainsmokers,228,22700000.0,15320665738.0,music,45961997.214
460th,A-,Yudist Ardhana,"4,217",22700000.0,9118575333.0,entertainment,27355725.999
461st,B-,Charlie Puth,163,22600000.0,11135456401.0,music,33406369.203
462nd,A-,Vsauce,565,22600000.0,4745165515.0,entertainment,14235496.544999998
463rd,A-,How Ridiculous,731,22600000.0,13331239923.0,sports,39993719.769
464th,B+,Pokémon Kids TV,533,22500000.0,1953333097.0,entertainment,5859999.291
465th,A-,Anand Creation,658,22500000.0,4370629970.0,people,13111889.91
466th,B+,Tekashi 6ix9ine,63,22400000.0,6478820398.0,music,19436461.194
467th,B+,Lyrical Lemonade,450,22400000.0,11691340128.0,entertainment,35074020.384
468th,A,Ricky Limon,"1,200",22400000.0,7931401180.0,entertainment,23794203.54
469th,A,XO TEAM,"6,219",22400000.0,19039394272.0,people,57118182.816
470th,A,Kajal Soni,"1,129",22400000.0,10380310022.0,people,31140930.066
471st,B+,LazarBeam,"1,335",22400000.0,9514222045.0,games,28542666.134999998
472nd,A-,And TV,"51,220",22400000.0,19974692512.0,entertainment,59924077.536
473rd,A-,Bizarrap,89,22300000.0,9526592702.0,entertainment,28579778.106
474th,A-,Ninja Kidz TV,327,22300000.0,12517682252.0,entertainment,37553046.756
475th,A,albert_cancook,747,22200000.0,16677420237.0,howto,50032260.710999995
476th,A-,MSA previously My Story Animated,927,22200000.0,10489772840.0,film,31469318.52
477th,A,Lucan Pevidor,"1,194",22200000.0,10189672137.0,entertainment,30569016.411
478th,B+,RABBITWARREN - Baby Nin Nin vs ONI…,77,22100000.0,351010711.0,film,1053032.133
479th,B+,Noman Official,892,22100000.0,7557593720.0,film,22672781.16
480th,A,La Granja del Borrego,409,22100000.0,4679057064.0,people,14037171.192000002
481st,B,Smile Family,780,22100000.0,8924258115.0,entertainment,26772774.345
482nd,A-,Linkin Park,876,22100000.0,15727792484.0,music,47183377.452
483rd,B+,NBA,"59,204",22100000.0,14385281830.0,sports,43155845.49
484th,A-,ГЛЕНТ,666,22000000.0,3754937669.0,games,11264813.007000001
485th,B-,Becky G,90,22000000.0,12012315827.0,music,36036947.481
486th,B+,Fatos Desconhecidos,"7,296",22000000.0,4260820465.0,entertainment,12782461.395
487th,A,boxtoxtv,"1,391",21900000.0,16567182721.0,comedy,49701548.163
488th,A-,OFFICIAL SRG,595,21900000.0,1901215236.0,people,5703645.708000001
489th,A-,شبكة العاب العرب | A…,"7,386",21900000.0,9845678454.0,games,29537035.362
490th,B+,ElTrollino,"1,564",21900000.0,6551671367.0,games,19655014.101
491st,B+,What's Idea,243,21900000.0,2189490040.0,entertainment,6568470.12
492nd,A-,Romeo Santos,56,21900000.0,19873947955.0,music,59621843.864999995
493rd,A-,Masha e o Urso,"1,541",21800000.0,9954381649.0,film,29863144.947
494th,A,Aphmau,"5,073",21800000.0,23707400547.0,games,71122201.641
495th,B+,Naisa Alifia Yuriza (N.A.Y),185,21800000.0,573773930.0,entertainment,1721321.79
496th,B+,OneDirectionVEVO,266,21700000.0,12785861625.0,music,38357584.875
497th,B-,Miss Karisha,587,21600000.0,2023743294.0,games,6071229.882
498th,B+,Sidemen,374,21600000.0,6476398782.0,entertainment,19429196.346
499th,B+,FIFA,"11,517",21600000.0,6935915694.0,sports,20807747.082000002
500th,B+,Brave Wilderness,"1,026",21500000.0,5211647047.0,animals,15634941.141
501st,A,TV9 Bharatvarsh,"4,12,306",21500000.0,15320306776.0,news,45960920.328
502nd,A,etvteluguindia,"1,46,126",21500000.0,26660866476.0,entertainment,79982599.428
503rd,B+,Tasty,"5,590",21400000.0,6239339040.0,howto,18718017.12
504th,B+,Vijay Kumar Viner Vlogs,"2,249",21400000.0,11001752869.0,entertainment,33005258.607
505th,B+,Official Pink Panther,815,21400000.0,12124483067.0,film,36373449.201
506th,B,Baim Paula,"2,487",21300000.0,4670656444.0,entertainment,14011969.332
507th,B+,CookieSwirlC,"1,433",21300000.0,8544557927.0,games,25633673.780999996
508th,B-,Emiway Bantai,275,21300000.0,3963024069.0,music,11889072.207
509th,B+,Robin Hood Gamer,"4,415",21300000.0,11190061922.0,games,33570185.766
510th,A,Peet Montzingo,455,21300000.0,15897130194.0,people,47691390.582
511th,A,Jason Vlogs,972,21300000.0,12872024041.0,people,38616072.122999996
512th,B+,José Totoy - Português,281,21300000.0,640454596.0,film,1921363.7880000002
513th,A-,Like Nastya Vlog,638,21200000.0,9732651433.0,people,29197954.299000002
514th,B+,Salman Noman,"1,151",21200000.0,12410478300.0,entertainment,37231434.900000006
515th,B+,Green Gold TV - Official Channel,"1,986",21200000.0,10263703548.0,entertainment,30791110.644
516th,A-,Mnet K-POP,"38,803",21200000.0,16769161950.0,entertainment,50307485.849999994
517th,B,Dr. Vivek Bindra: Motivational Spe…,"1,555",21200000.0,1947886575.0,education,5843659.725
518th,B+,DLS News,"5,991",21200000.0,2896045771.0,news,8688137.313000001
519th,A,Blippi - Educational Videos for Ki…,"1,047",21100000.0,15400523612.0,education,46201570.835999995
520th,B-,SCTV,"10,955",21100000.0,1019674429.0,entertainment,3059023.287
521st,B+,Noor Stars,715,21100000.0,3002419595.0,entertainment,9007258.785
522nd,B-,Avicii,182,21000000.0,11121507867.0,music,33364523.601000004
523rd,B+,SUPER SLICK SLIME SAM,"1,281",21000000.0,8531731107.0,howto,25595193.321000002
524th,B+,Got Talent Global,"1,482",21000000.0,2670143378.0,entertainment,8010430.134
525th,A-,Vilmei,"2,648",20900000.0,6451838243.0,people,19355514.729
526th,A+,萌萌与舞桐,"2,694",20900000.0,11788476638.0,people,35365429.914000005
527th,A-,Jomy Production,546,20900000.0,5469542165.0,entertainment,16408626.495000001
528th,B+,Smile Family Spanish,597,20900000.0,7834725214.0,entertainment,23504175.641999997
529th,B,Canal Canalha,322,20900000.0,1941420007.0,comedy,5824260.021
530th,B+,Gordon Ramsay,"1,778",20900000.0,4224767595.0,entertainment,12674302.785
531st,A-,Gusttavo Lima Oficial,656,20900000.0,16286714494.0,music,48860143.482
532nd,A,GOLU008,"1,198",20900000.0,9599024670.0,people,28797074.009999998
533rd,A-,Les' Copaque Production,"2,134",20900000.0,11011576630.0,entertainment,33034729.89
534th,B+,Marvel Entertainment,"9,148",20900000.0,6195461979.0,entertainment,18586385.937
535th,B,nigahiga,403,20900000.0,4401188579.0,entertainment,13203565.737
536th,B+,Matheus Kriwat,922,20900000.0,3529051525.0,comedy,10587154.575
537th,A,Moosa Tv Info,"1,153",20900000.0,18795327885.0,entertainment,56385983.655
538th,B+,SlivkiShow,492,20900000.0,5072726032.0,entertainment,15218178.095999999
539th,A,FACT FIRE KING,"1,239",20900000.0,4139191851.0,games,12417575.553
540th,A,scottsreality,"1,907",20800000.0,27599288660.0,entertainment,82797865.98
541st,A-,Cute.Shivani.05,"1,064",20800000.0,7650487377.0,,22951462.131
542nd,B+,Clash of Clans,927,20800000.0,4660621910.0,games,13981865.73
543rd,A,Diana Belitskay,"3,970",20800000.0,16860698163.0,people,50582094.48899999
544th,B,Jake Paul,"1,398",20700000.0,7649216395.0,people,22947649.185
545th,A-,Little Angel Español - Canciones …,999,20700000.0,11712940437.0,education,35138821.311000004
546th,A-,DEV Ke Facts,560,20600000.0,5349776216.0,education,16049328.648
547th,A,Disney Jr.,"5,007",20600000.0,20029879399.0,entertainment,60089638.197
548th,B+,Shemaroo Comedy,"5,536",20600000.0,6943472853.0,comedy,20830418.559
549th,A-,Sony LIV,"23,079",20600000.0,10879092894.0,entertainment,32637278.681999996
550th,A,Linh Nhi Shorts,"3,633",20600000.0,19608851132.0,games,58826553.396
551st,B+,Britain's Got Talent,"4,792",20500000.0,11889850626.0,entertainment,35669551.878
552nd,A-,Jesser,"1,402",20500000.0,5398831156.0,entertainment,16196493.468000002
553rd,B+,AS Gaming,"1,510",20500000.0,3100475799.0,games,9301427.397
554th,B+,Troom Troom Es,"3,227",20500000.0,7756012554.0,howto,23268037.662
555th,B,5-Minute Crafts DIY,"6,375",20400000.0,5176748414.0,howto,15530245.241999999
556th,B+,TED-Ed,"2,191",20400000.0,4032680549.0,education,12098041.647
557th,A,Supercar Blondie,"1,300",20400000.0,9945806658.0,autos,29837419.974
558th,A,SonyMusicSouthVEVO,"6,323",20400000.0,21906257234.0,music,65718771.70200001
559th,A-,Klara Tania,"2,349",20300000.0,12835522797.0,film,38506568.391
560th,B+,Painzeiro,"1,277",20300000.0,3738204391.0,people,11214613.173
561st,B-,Satoshi Entertainment,5,20300000.0,2661277.0,education,7983.831
562nd,A++,Sierra & Rhia FAM,"3,551",20300000.0,21171740571.0,entertainment,63515221.713
563rd,A-,tabii Urdu,"2,096",20300000.0,10209379903.0,entertainment,30628139.709000003
564th,A-,Like Nastya VNM,722,20300000.0,11561800043.0,entertainment,34685400.129
565th,B-,Skrillex,250,20300000.0,6952626559.0,music,20857879.677
566th,A,Chiku life vlogs,421,20300000.0,4413542341.0,people,13240627.023
567th,A,Infobells Bangla,479,20200000.0,10546918570.0,education,31640755.71
568th,A,La Rosa de Guadalupe,"10,948",20200000.0,12334601097.0,entertainment,37003803.29099999
569th,A,Nick DiGiovanni,878,20200000.0,11100682746.0,people,33302048.237999998
570th,A-,Fun For Kids TV - Hindi Rhymes,206,20200000.0,9041930519.0,entertainment,27125791.556999996
571st,B+,Pentatonix,292,20200000.0,6380671718.0,music,19142015.154
